i_key,tax_phylum,tax_class,tax_order,tax_family,tax_genus,tax_sp_subsp,h_strain,h_accession,h_taxID,h_assembly,i_accession,i_name,i_type,i_start,i_end,i_len,i_strand,i_insertion,reference,DOI_PMID,status,source_file,comments,h_gram,h_len
NC_018712:1330460..1344977,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae subsp. equisimilis,RE378,NC_018712,617121,Complete,-,IME_SdyRE378_traG_s3,IME,1330460,1344977,14517,+,in traG (gly 329),-,-,-,firmidata,-,-,2151145
NC_018712:1602651..1636331,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae subsp. equisimilis,RE378,NC_018712,617121,Complete,-,ICE_SdyRE378_TnGBS2,ICE derivate,1602651,1636331,33680,+,intergenic,-,DOI: 10.1093/nar/gkx607,-,firmidata;CTR-200ices,-,-,2151145
NC_018712:1868387..1882157,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae subsp. equisimilis,RE378,NC_018712,617121,Complete,-,IME_SdyRE378_ebfC,IME,1868387,1882157,13770,+,5' ybaB/ebfC,-,-,-,firmidata,-,-,2151145
NC_018712:257669..286047,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae subsp. equisimilis,RE378,NC_018712,617121,Complete,-,ICE_SdyRE378_rpsI,ICE,257669,286047,28378,+,3' rpsI,-,-,-,firmidata,-,-,2151145
NC_018712:286027..297324,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae subsp. equisimilis,RE378,NC_018712,617121,Complete,-,IME_SdyRE378_rpsI,IME,286027,297324,11297,+,3' rpsI,-,-,-,firmidata,-,-,2151145
NC_018712:977231..987432,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae subsp. equisimilis,RE378,NC_018712,617121,Complete,-,IME_SdyRE378_guaA,IME,977231,987432,10201,+,3' guaA,-,-,-,firmidata,-,-,2151145
NC_019042:1242906..1288002,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae,AC-2713,NC_019042,759913,Complete,-,STDY004c01a_typeAllDefC_1_4,ICE,1242906,1288002,45096,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2179445
NC_019042:1597335..1634989,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae,AC-2713,NC_019042,759913,Complete,-,STDY004c01a_typeAllDefC_2_5,ICE,1597335,1634989,37654,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2179445
NC_019393:1272638..1379653,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas mediterranea,DE1,NC_019393,1004786,Complete,-,ALMA006c01a_typeAllDefC_1_1,ICE,1272638,1379653,107015,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,4643844
NC_019560:1363799..1389025,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Aklavik117,NC_019560,1055531,Complete,-,HEPY042c01a_typeAllDefC_2_18,ICE,1363799,1389025,25226,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1614447
NC_019560:431701..481971,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Aklavik117,NC_019560,1055531,Complete,-,HEPY042c01a_typeAllDefC_1_17,ICE,431701,481971,50270,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1614447
NC_019770:375106..422341,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Symbioflor 1,NC_019770,1261557,Complete,-,ENFA005c01a_typeAllDefC_1_7,ICE,375106,422341,47235,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2810675
NC_020450:1210103..1267503,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis subsp. lactis,IO-1,NC_020450,1046624,Complete,-,ICE_LlaIO-1_dif,ICE,1210103,1267503,57400,+,5' dif,-,DOI: 10.1093/nar/gkx607,-,firmidata;CTR-200ices,-,-,2421471
NC_020450:597263..662123,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis subsp. lactis,IO-1,NC_020450,1046624,Complete,-,ICE_LlaIO-1_tatD,ICE,597263,662123,64860,+,5' tatD,-,DOI: 10.1093/nar/gkx607,-,firmidata;CTR-200ices,-,-,2421471
NC_020507:529171..551926,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,NCIB 3610 = ATCC 6051 = DSM 10,NC_020507,1147161,Complete,-,BASU009c01a_typeAllDefC_1_2,ICE,529171,551926,22755,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,4215610
NC_020521:1029632..1101821,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,LPE509,NC_020521,1312904,Complete,-,LEPN011c01a_typeAllDefC_1_12,ICE,1029632,1101821,72189,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,3434224
NC_020521:1097363..1175282,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,LPE509,NC_020521,1312904,Complete,-,LEPN011c01a_typeAllDefC_2_15,ICE,1097363,1175282,77919,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,3434224
NC_020526:589876..646405,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,SC070731,NC_020526,1246365,Complete,-,STSU015c01a_typeAllDefC_1_12,ICE,589876,646405,56529,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2138568
NC_020799:1115829..1171961,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pseudosolanacearum,FQY_4,NC_020799,1262456,Complete,-,RASO006c01a_typeAllDefC_1_2,ICE,1115829,1171961,56132,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,3715422
NC_020833:1568071..1612217,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica,USDA-ARS-USMARC-183,NC_020833,1249531,Complete,-,MAHA006c01a_typeAllDefC_1_3,ICE,1568071,1612217,44146,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2657957
NC_020834:1080231..1126800,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica,USDA-ARS-USMARC-185,NC_020834,1249526,Complete,-,MAHA005c01a_typeAllDefC_1_2,ICE,1080231,1126800,46569,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2544094
NC_021028:1585867..1592340,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,SNP034183,NC_021028,869304,Complete,-,IME_Spn034183_tRNAlys,IME,1585867,1592340,6473,+,3' tRNAlys,-,-,-,firmidata,-,-,2037254
NC_021059:1438875..1485478,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,M1,NC_021059,1305598,Complete,-,STAU039c01a_typeAllDefC_1_25,ICE,1438875,1485478,46603,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2864125
NC_021082:2103799..2188213,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica,M42548,NC_021082,1316932,Complete,-,MAHA004c01a_typeAllDefC_1_1,ICE,2103799,2188213,84414,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2731870
NC_021213:584379..607192,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,TL13,NC_021213,1276647,Complete,-,STSU016c01a_typeAllDefC_1_13,ICE,584379,607192,22813,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2038146
NC_021350:1356824..1407124,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Thunder Bay,NC_021350,1199191,Complete,-,LEPN012c01a_typeAllDefC_1_13,ICE,1356824,1407124,50300,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,3455167
NC_021350:2347300..2419294,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Thunder Bay,NC_021350,1199191,Complete,-,LEPN012c01a_typeAllDefC_2_14,ICE,2347300,2419294,71994,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,3455167
NC_021485:1283359..1293431,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,09mas018883,NC_021485,1309806,Complete,-,IME_Sag018883_rplL,IME derivate,1283359,1293431,10072,+,3' rplL,-,-,-,firmidata,-,-,2138694
NC_021485:1293417..1340022,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,09mas018883,NC_021485,1309806,Complete,-,ICE_Sag018883_rplL,ICE,1293417,1340022,46605,+,3' rplL,-,DOI: 10.1093/nar/gkx607,-,firmidata;CTR-200ices,-,-,2138694
NC_021485:2054980..2063225,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,09mas018883,NC_021485,1309806,Complete,-,IME_Sag018883_rpmG,IME,2054980,2063225,8245,+,3' rpmG,-,-,-,firmidata,-,-,2138694
NC_021485:231043..240209,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,09mas018883,NC_021485,1309806,Complete,-,IME_Sag018883_rpsI_1,IME,231043,240209,9166,+,3' rpsI,-,-,-,firmidata,-,-,2138694
NC_021485:240157..250951,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,09mas018883,NC_021485,1309806,Complete,-,IME_Sag018883_rpsI_2,IME,240157,250951,10794,+,3' rpsI,-,-,-,firmidata,-,-,2138694
NC_021485:250901..254258,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,09mas018883,NC_021485,1309806,Complete,-,-,CIME,250901,254258,3357,+,3' rpsI,-,-,-,firmidata,-,-,2138694
NC_021485:591390..609421,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,09mas018883,NC_021485,1309806,Complete,-,ICE_Sag018883_Tn916,ICE,591390,609421,18031,+,NS,-,DOI: 10.1093/nar/gkx607,-,firmidata;CTR-200ices,-,-,2138694
NC_021485:985025..995225,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,09mas018883,NC_021485,1309806,Complete,-,IME_Sag018883_guaA,IME,985025,995225,10200,+,3' guaA,-,-,-,firmidata,-,-,2138694
NC_021486:1251640..1303866,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,ILRI005,NC_021486,1309807,Complete,-,STAG007c01a_typeAllDefC_1_6,ICE,1251640,1303866,52226,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2109759
NC_021491:2455704..2593352,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,H8234,NC_021491,1331671,Complete,-,PSPU010c01a_typeAllDefC_1_7,ICE,2455704,2593352,137648,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,6870827
NC_021491:4290250..4438366,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,H8234,NC_021491,1331671,Complete,-,PSPU010c01a_typeAllDefC_2_8,ICE,4290250,4438366,148116,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,6870827
NC_021491:4564449..4664734,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,H8234,NC_021491,1331671,Complete,-,PSPU010c01a_typeAllDefC_3_9,ICE,4564449,4664734,100285,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,6870827
NC_021507:583798..647354,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,ILRI112,NC_021507,1318615,Complete,-,STAG008c01a_typeAllDefC_1_7,ICE,583798,647354,63556,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2029198
NC_021577:1022768..1127038,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,RP73,NC_021577,1340851,Complete,-,PSAE009c01a_typeAllDefC_1_10,ICE,1022768,1127038,104270,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,6342034
NC_021670:2809093..2832438,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Bmb9393,NC_021670,1280,Complete,-,STAU036c01a_typeAllDefC_2_24,ICE,2809093,2832438,23345,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2980548
NC_021670:448897..481872,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Bmb9393,NC_021670,1280,Complete,-,STAU036c01a_typeAllDefC_1_23,ICE,448897,481872,32975,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2980548
NC_021713:1259572..1366531,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas mediterranea,UM7,NC_021713,1300258,Complete,-,ALMA012c01a_typeAllDefC_1_3,ICE,1259572,1366531,106959,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,4628378
NC_021714:1263705..1374866,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas mediterranea,UM4b,NC_021714,1300259,Complete,-,ALMA011c01a_typeAllDefC_1_2,ICE,1263705,1374866,111161,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,4438767
NC_021721:1371581..1381043,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei group,LOCK919,NC_021721,1318635,Complete,-,IME_Lca919_rpsD,IME,1371581,1381043,9462,+,3' rpsD,-,-,-,firmidata,-,-,3113601
NC_021721:597946..688156,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei group,LOCK919,NC_021721,1318635,Complete,-,ICE_Lca919_tRNAarg,ICE,597946,688156,90210,+,3' tRNAarg,-,-,-,firmidata,-,-,3113601
NC_021825:725508..765174,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,J1-108,NC_021825,1639,Complete,-,LIMO037c01a_typeAllDefC_1_6,ICE,725508,765174,39666,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2981886
NC_021830:2115695..2155361,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,J1816,NC_021830,930781,Complete,-,LIMO028c01a_typeAllDefC_1_5,ICE,2115695,2155361,39666,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2947460
NC_021883:1561003..1605381,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica,USMARC_2286,NC_021883,1366053,Complete,-,MAHA007c01a_typeAllDefC_1_4,ICE,1561003,1605381,44378,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2658507
NC_021994:2825842..2882527,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Aus0085,NC_021994,1305849,Complete,-,ENFE003c01a_typeAllDefC_2_6,ICE,2825842,2882527,56685,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2994661
NC_021994:721479..782740,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Aus0085,NC_021994,1305849,Complete,-,ENFE003c01a_typeAllDefC_1_5,ICE,721479,782740,61261,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2994661
NC_022082:779002..836177,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,JM45,NC_022082,1380908,Complete,-,KLPN008c01a_typeAllDefC_1_8,ICE,779002,836177,57175,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,5273813
NC_022130:1035477..1083164,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,SouthAfrica20,NC_022130,1352356,Complete,-,HEPY046c01a_typeAllDefC_1_20,ICE,1035477,1083164,47687,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1622903
NC_022236:1231035..1303262,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C232,NC_022236,696216,Complete,-,ICE_ScoC232_rumA,ICE derivate,1231035,1303262,72227,+,in rumA,-,-,-,firmidata,-,-,1935414
NC_022236:1266473..1278094,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C232,NC_022236,696216,Complete,-,IME_ScoC232_maff2_s1,IME,1266473,1278094,11621,+,in maff2 (A 41),-,-,-,firmidata,-,-,1935414
NC_022236:1279494..1294302,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C232,NC_022236,696216,Complete,-,IME_ScoC232_traG_s3,IME,1279494,1294302,14808,+,in traG (gly 329),-,-,-,firmidata,-,-,1935414
NC_022236:1294729..1299907,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C232,NC_022236,696216,Complete,-,IME_ScoC232_traG_s2,IME,1294729,1299907,5178,+,in traG (PKG 184-186),-,-,-,firmidata,-,-,1935414
NC_022236:146833..171834,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C232,NC_022236,696216,Complete,-,ICE_ScoC232_TnGBS2,ICE,146833,171834,25001,+,intergenic,-,-,-,firmidata,-,-,1935414
NC_022236:1762375..1768971,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C232,NC_022236,696216,Complete,-,IME_ScoC232_tRNAleu,IME,1762375,1768971,6596,+,3' tRNAleu,-,-,-,firmidata,-,-,1935414
NC_022236:1864621..1872863,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C232,NC_022236,696216,Complete,-,IME_ScoC232_rpmG,IME,1864621,1872863,8242,+,3' rpmG,-,-,-,firmidata,-,-,1935414
NC_022236:442706..451229,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C232,NC_022236,696216,Complete,-,-,ICE remnant,442706,451229,8523,+,NS (type Tn916),-,-,-,firmidata,-,-,1935414
NC_022236:864105..872228,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C232,NC_022236,696216,Complete,-,IME_ScoC232_guaA,IME derivate,864105,872228,8123,+,3' guaA,-,-,-,firmidata,-,-,1935414
NC_022236:957303..969465,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C232,NC_022236,696216,Complete,-,IME_ScoC232_tRNAarg,IME,957303,969465,12162,+,3' tRNAarg,-,-,-,firmidata,-,-,1935414
NC_022238:1298634..1359242,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C1050,NC_022238,862969,Complete,-,ICE_ScoC1050_rumA,ICE derivate,1298634,1359242,60608,+,in rumA,-,-,-,firmidata,-,-,1991156
NC_022238:1335473..1350282,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C1050,NC_022238,862969,Complete,-,IME_ScoC1050_traG_s3,IME,1335473,1350282,14809,+,in traG (gly 329),-,-,-,firmidata,-,-,1991156
NC_022238:1350709..1355887,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C1050,NC_022238,862969,Complete,-,IME_ScoC1050_traG_s2,IME,1350709,1355887,5178,+,in traG (PKG 184-186),-,-,-,firmidata,-,-,1991156
NC_022238:164878..189879,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C1050,NC_022238,862969,Complete,-,ICE_ScoC1050_TnGBS2,ICE,164878,189879,25001,+,intergenic,-,-,-,firmidata,-,-,1991156
NC_022238:1818117..1824713,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C1050,NC_022238,862969,Complete,-,IME_ScoC1050_tRNAleu,IME,1818117,1824713,6596,+,3' tRNAleu,-,-,-,firmidata,-,-,1991156
NC_022238:1920363..1928605,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C1050,NC_022238,862969,Complete,-,IME_ScoC1050_rpmG,IME,1920363,1928605,8242,+,3' rpmG,-,-,-,firmidata,-,-,1991156
NC_022238:64234..82265,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C1050,NC_022238,862969,Complete,-,ICE_ScoC1050_Tn916,ICE,64234,82265,18031,+,NS,-,-,-,firmidata,-,-,1991156
NC_022238:811015..872003,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C1050,NC_022238,862969,Complete,-,ICE_ScoC1050_mutT,ICE,811015,872003,60988,+,in mutT (Gly 50),-,-,-,firmidata,-,-,1991156
NC_022238:943764..951887,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus subsp. pharyngis,C1050,NC_022238,862969,Complete,-,IME_ScoC1050_guaA,IME derivate,943764,951887,8123,+,3' guaA,-,-,-,firmidata,-,-,1991156
NC_022244:1072491..1084523,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,C1051,NC_022244,862970,Complete,-,IME_SanC1051_tRNAarg,IME,1072491,1084523,12032,+,3' tRNAarg,-,-,-,firmidata,-,-,1911706
NC_022244:1114637..1124942,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,C1051,NC_022244,862970,Complete,-,IME_SanC1051_rplL,IME,1114637,1124942,10305,+,3' rplL,-,-,-,firmidata,-,-,1911706
NC_022244:1544999..1553507,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,C1051,NC_022244,862970,Complete,-,IME_SanC1051_rpsI,IME,1544999,1553507,8508,+,3' rpsI,-,-,-,firmidata,-,-,1911706
NC_022244:1553454..1561016,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,C1051,NC_022244,862970,Complete,-,-,CIME,1553454,1561016,7562,+,3' rpsI,-,-,-,firmidata,-,-,1911706
NC_022244:1560969..1578197,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,C1051,NC_022244,862970,Complete,-,-,CIME,1560969,1578197,17228,+,3' rpsI,-,-,-,firmidata,-,-,1911706
NC_022244:1843918..1854165,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,C1051,NC_022244,862970,Complete,-,IME_SanC1051_rpmG,IME,1843918,1854165,10247,+,3' rpmG,-,-,-,firmidata,-,-,1911706
NC_022244:357482..397824,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,C1051,NC_022244,862970,Complete,-,ICE_SanC1051_TnGBS1_1,ICE derivate,357482,397824,40342,+,intergenic,-,-,-,firmidata,-,-,1911706
NC_022244:838145..878486,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,C1051,NC_022244,862970,Complete,-,ICE_SanC1051_TnGBS1_2,ICE derivate,838145,878486,40341,+,intergenic,-,-,-,firmidata,-,-,1911706
NC_022593:131051..167998,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,KLDS 4.0325,NC_022593,1399116,Complete,-,LALA012c01a_typeAllDefC_1_7,ICE,131051,167998,36947,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2589250
NC_022604:2815835..2839171,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Z172,NC_022604,1406863,Complete,-,STAU050c01a_typeAllDefC_2_27,ICE,2815835,2839171,23336,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2987966
NC_022604:434837..471088,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Z172,NC_022604,1406863,Complete,-,STAU050c01a_typeAllDefC_1_26,ICE,434837,471088,36251,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2987966
NC_022665:1033627..1086157,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,T15,NC_022665,1340847,Complete,-,ICE_SsuT15_rbgA,ICE,1033627,1086157,52530,+,5' rbgA,-,-,-,firmidata,-,-,2240234
NC_022665:1935100..1945272,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,T15,NC_022665,1340847,Complete,-,IME_SsuT15_rpsI,IME,1935100,1945272,10172,+,3' rpsI,-,-,-,firmidata,-,-,2240234
NC_022665:942138..1014004,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,T15,NC_022665,1340847,Complete,-,ICE_SsuT15_mutT,ICE,942138,1014004,71866,+,in mutT  (gly 42),-,DOI: 10.1093/nar/gkx607,-,firmidata;CTR-200ices,-,-,2240234
NC_022665:971405..987196,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,T15,NC_022665,1340847,Complete,-,IME_SsuT15_SNF2,IME,971405,987196,15791,+,in SNF2 helicase,-,-,-,firmidata,-,-,2240234
NGZL01000019:24943..47914,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella putrefaciens,SA70,NGZL01000019,24,Scaffold,-,GISpuSA70,IME,24943,47914,22971,+,mnmE,custom: VB,-,-,ref_dataset_proto,-,-,70827
NNIV01000035:49583..75527,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,D5_9,NNIV01000035,670,Scaffold,-,GIVpaD5_9,IME,49583,75527,25944,+,mnmE,custom: VB,-,-,ref_dataset_proto,-,-,108095
